Key,Source,Context,Changes,English,French,German,Klingon,Spanish
treasure_sarah_offer,,Challenge Info,KgNone,"你好，陌生人：\n如果你找到这张纸条，说明今天是你的幸运日。我被其中一只怪物咬伤了，现在发着高烧。尽管时间不多了，但是我仍想根据上帝的旨意，在转变之前帮助其他人，如果这世上还有上帝的话。我留给你这张地图，它能帮你找到我藏着补给品的地方。\n\n即将获得新生的莎拉敬上","Si tu as trouvé ce message,\nC'est ton jour de chance. J'ai été mordue par l'une des créatures et ma fièvre est de plus en plus forte. Il ne me reste pas longtemps à vivre, mais le moins que je puisse faire avant de me transformer est d'aider quelqu'un d'autre, n'importe qui, comme Dieu le voudrait. S'il existe encore. Je te laisse donc cette carte qui te guidera vers l'un de mes nombreux coffres de provisions enterrés.\n\nAdieu, Sarah","Wenn du diese Notiz gefunden hast,\ndann ist heute vielleicht dein Glückstag. Ich wurde von einer dieser Kreaturen gebissen und das Fieber hat schon eingesetzt. Mir bleibt nicht mehr viel Zeit, aber bevor ich mich verwandle, kann ich zumindest jemandem helfen, so wie es Gott gewollt hätte. Falls es noch einen Gott gibt. Darum hinterlasse ich dir diese Karte, die dich zu einer meiner vielen vergrabenen Vorratstruhen führt.\n\nAuf ein neues Leben! Sarah",,"Al que encuentre esta nota:\nPuede que sea tu día de suerte. Una de esas criaturas me mordió. Tengo mucha fiebre. No me queda mucho tiempo, pero por lo menos puedo ayudar a alguien antes de convertirme. A cualquiera, tal y como Dios querría. Si es que aún hay un Dios. Te dejo este mapa. Lleva hacia uno de mis muchos cofres de suministros enterrados.\n\nPor una vida nueva, Sarah."
treasure_sarah_subtitle,,Challenge Info,KgNone,莎拉的藏宝图,La carte au trésor de Sarah,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
treasure_raphael,,,KgNone,拉斐尔的藏宝图,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
treasure_raphael_offer,,Challenge Info,KgNone,"亲爱的陌生人：\n我一直在冒冷汗，时间不多了。弥留之际，我仍想着自己的儿子乔伊，不知道他是否还活着。我不知道该不该相信你，但是我没有选择，疯狂的杰克把他绑架了。地图上标记了我藏着补给品的位置，答应我，如果你能找到补给，请务必救救我的儿子。\n\n我全指望你了，拉斐尔敬上","Bonjour,\nJ'ai des sueurs froides et il ne me reste pas longtemps à vivre. Dans ma dernière heure, une seule pensée m'obsède : et si mon fils Joey était toujours en vie ? Je n'ai aucune raison de te faire confiance, mais je n'ai pas d'autre choix. Jake le cinglé l'a enlevé. Tu as entre les mains la carte vers l'une de mes nombreuses cachettes secrètes de provisions. Promets-moi que si tu la trouves, tu iras aider mon fils.\n\nJe compte sur toi, Raphael.","Lieber Fremder!\nDer kalte Schweiß ist ausgebrochen, jetzt dauert es nicht mehr lange. In meinen letzten Momenten kann ich nur daran denken, ob mein Sohn Joey noch lebt. Ich habe keinen Grund, dir zu vertrauen, aber mir bleibt nichts anderes übrig. Crazy Jake hat ihn entführt. Du hältst eine Karte zu einem meiner vielen geheimen Vorratslager in Händen. Versprich mir, dass du meinem Sohn helfen wirst, wenn du es findest.\n\nIch zähle auf dich! Raphael",,"Querido/a extraño/a:\nTengo escalofríos y no duraré mucho más. Todo lo que puedo pensar en mis últimos momentos es si mi hijo Joey seguirá vivo. No tengo razones para confiar en ti, pero tampoco tengo alternativa. Jake el Loco lo secuestró. En las manos tienes un mapa que te llevará hacia uno de mis muchos escondites de suministros secretos. Prométeme que si lo encuentras, ayudarás a mi hijo.\n\nCuento contigo, Raphael."
treasure_raphael_subtitle,,Challenge Info,KgNone,拉斐尔的藏宝图,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
tutorialTipQuest01_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,开始基本生存教学,Bases de la survie entamées,Erste Grundlagen für das Überleben,,Supervivencia básica comenzada
tutorialTipQuest02_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,任务追踪,Suivi de quête,Quests verfolgen,,Progreso de misiones
skillPointTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,消费技能点,Dépense de points de compétence,Fertigkeitspunkte verteilen,,Gastar puntos de habilidad
Tip_keyword,,Keywords,KeyTrunk FrNone GrNone KgNone SpNone,提示,Astuce,Tipp,,Consejo
gunAssemblyTip,,Popup Tip,EnChanged,组装枪支或是自动化工具，你必须拥有所需的全部配件并且阅读过配方。你只需要在物品栏中选择其中一个配件，然后点击‘组装’就可以了。这些配方不会在制作菜单中出现。,"Pour assembler des armes à feu ou des outils motorisés, vous devez posséder toutes les pièces nécessaires dans votre inventaire et avoir lu la composition. Construisez-les en sélectionnant les pièces dans votre inventaire et cliquez sur l'action « Assembler ». Ces compositions n'apparaissent pas dans les menus de fabrication.","Um Waffen oder motorisierte Werkzeuge zusammenzusetzen, musst du in deinem Inventar über alle Teile verfügen und das Rezept gelesen haben. Baue, indem du das Teil in deinem Inventar auswählst und die Aktion „Zusammensetzen“ anklickst. Diese Rezepte erscheinen nicht in den Fertigungs-Menüs.",,"Para armar herramientas motorizadas o pistolas, debes tener todas las piezas en tu inventario y haber leído las instrucciones. Construye lo que quieras seleccionando la pieza en tu inventario y haciendo clic en la acción ""Armar"". Estas instrucciones no aparecerán en los menús de fabricación."
gunAssemblyTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,道具组装,Assemblage d'objet,Gegenstand zusammensetzen,,Armado de objeto
airDropTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,中午的时候会有空投支援，仔细倾听飞机的声音，并且跟随橙色的烟雾就可以找到飞机空投下来的箱子。如果空投标记选项已打开，那么你也可以在地图上找到这些箱子所在位置的标记。,Des parachutages de provisions peuvent avoir lieu autour de midi. Tendez l'oreille pour repérer les avions et suivez la fumée orange pour trouver la caisse parachutée. Vous pouvez également repérer des caisses de provisions sur votre carte si l'option de marquage des parachutages est activée.,"Abwürfe von Vorräten können zur Mittagszeit vorkommen. Horche nach den Flugzeugen und folge dem orangefarbenen Rauch, um die Kisten zu finden, die die Flugzeuge fallen gelassen haben. Du kannst Vorratskisten auch auf deiner Karte finden, wenn die Funktion „Abwürfe aus der Luft markieren“ aktiviert ist.",,La entrega aérea de suministros puede suceder alrededor del mediodía. Localiza el zumbido del avión y sigue el humo naranja para encontrar la caja de suministros. También puedes encontrar cajas de suministros en tu mapa si la opción marcar suministros aéreos está activada.
airDropTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,空投,Parachutages,Abwurf aus der Luft,,Suministros aéreos
harvestTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,使用骨制刀具或是带刀刃的武器可以对动物进行剥皮，以此来获得额外的资源，使用扳手拆解车辆时同样也可以获得资源。请合理使用工具。,Utilisez un surin en os ou une arme à lame pour dépecer un animal et recevoir un bonus de ressources. Il en va de même lorsque vous utilisez une clé à molette pour démonter des voitures ou des objets mécaniques. Utilisez l'objet le plus adapté pour recevoir de meilleures récompenses.,"Verwende eine Knochenklinge oder eine Klingenwaffe, um ein Tier zu häuten und Bonusrohstoffe zu erhalten. Dies gilt auch für das Verwenden eines Schraubenschlüssels, um Autos oder mechanische Gegenstände auseinanderzubauen. Verwende das beste Werkzeug für die Tätigkeit und erhalte größere Belohnungen.",,Utiliza un pincho de hueso o un arma de hoja para despellejar a un animal y recibir bonos. Esto también sucede cuando usas una llave inglesa para romper coches u objetos mecánicos. Utiliza la mejor herramienta para el trabajo y obtén recompensas mejores.
harvestTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,收割资源,Récolte des ressources,Rohstoffe abbauen,,Recolección de recursos
forgeTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"熔炉用于融化金属或是熔炼一些资源。制作配方只能用熔炼后的资源制作，而不是背包中的资源。增设铁砧、坩埚或冲模可以解锁更多的配方。",,,,
forgeTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,熔炉,,,,
campfireTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"营火可以用于取暖、炊事、净水以及化工活动。你必须在燃料槽中加入木头或是可燃物才能使用。在营火处设置烹饪器具、架子或是烧杯可以生成更多的配方。",,,,
campfireTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,营火,Feux de camp,Lagerfeuer,,Fogatas
bedrollTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,当你设置好睡袋之后，在地图上或是指南针上会显示一张床的图标，它能够引导你回到家里，在你死后，也可以在该点重生。睡袋一次只能设置一个，所以你最新设置的睡袋即是生效的睡袋。,"Lorsque vous placez un sac de couchage, une icône de lit s'affiche sur votre boussole et votre carte. Cette icône vous aidera à retrouver votre foyer et servira de point de réapparition si vous veniez à mourir. Vous ne pouvez avoir qu'un sac de couchage actif à la fois. Le dernier placé est donc le sac de couchage actif.","Wenn du einen Schlafsack auslegst, erscheint ein Bett-Symbol auf deinem Kompass und deiner Karte. Dies wird dich zurück nach Hause führen, und außerdem wirst du hier wiedererscheinen, falls du stirbst. Du kannst immer nur einen Schlafsack verwenden, daher ist der zuletzt platzierte dein „aktiver“ Schlafsack.",,"Cuando coloques un saco de dormir, verás el ícono de una cama en tu brújula y en tu mapa. Esto te guiará de nuevo a tu casa y funcionará como punto de reaparición si mueres. Solo puedes tener un saco de dormir activo, así que el último que hayas colocado es tu saco activo."
bedrollTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,睡袋,Sac de couchage,Schlafsack,,Saco de dormir
workbenchTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"工作台不仅含有你背包中的全部配方，还能够解锁更多先进的配方，以供你制作更多的物品。在工作台中制作物品时，可以离开做其他的事情，稍后再过来取得制作好的物品。工作台可以制作出基于你当前的制作技能高出100点品质的物品，在领地内，按住E可以移动工作台。",,,,
workbenchTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,工作台,Établi,Werkbank,,Mesa de trabajo
cementMixerTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,水泥搅拌机可以帮你制作混凝土和沥青，以此来建造更加牢固的墙，还能将石头碎成沙子。在此制作配方物品栏中必须拥有所有材料。在领地内按住E可以移动工作台。,,,,
cementMixerTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,水泥搅拌机,Bétonnière,Zementmischer,,Hormigonera
chemistryStationTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"化学站可以让你制作更多的化学品、液体或是化合物。一些在营火处可以使用的配方如果在化学站使用的话，可以消耗更少的资源。在此制作配方物品栏中必须拥有所有材料。在领地内按住E可以移动工作台。",,,,
chemistryStationTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,化学站,Atelier de chimie,Chemiestation,,Estación de química
alternateAmmoTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,一些武器可以使用多种弹药，装备武器并按住装填以查看并装填可使用的弹药类型。,Certaines armes fonctionnent avec plusieurs types de munitions. Maintenez l'action de rechargement enfoncée pour afficher les types de munitions possibles d'une arme et recharger.,"Einige Waffen funktionieren mit mehr als einem Munitionstyp. Halte die Aktion „Nachladen“, um die möglichen Munitionstypen für eine Waffe anzusehen und zu laden.",,Algunas armas cuentan con más de un tipo de munición. Mantén pulsada la acción de recargar para ver y cargar los tipos posibles de munición de un arma.
alternateAmmoTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,更换弹药,Munitions alternatives,Munitionstyp wechseln,,Munición alternativa
augmentGunsTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"在阅读过配方之后，枪械可以附加配备手电筒。在物品栏中选择枪械就可以制作了，点击“组装”，然后将手电筒拖拽到槽位中即可。这些配方不会出现在制作菜单中。","Une fois la composition d'arme à feu lue, celles-ci peuvent être améliorées avec des lampes de poche. Pour cela, sélectionnez l'arme à feu dans votre inventaire, cliquez sur l'action « Assembler » et faites glisser la lampe de poche vers l'emplacement. Ces compositions n'apparaissent pas dans les menus de fabrication.","Waffen können durch Anbringen einer Taschenlampe verbessert werden, sobald du das Waffenrezept gelesen hast. Baue, indem du die Waffe in deinem Inventar auswählst, die Aktion „Zusammensetzen“ anklickst und die Taschenlampe in den Slot ziehst. Diese Rezepte erscheinen nicht in den Fertigungs-Menüs.",,"Puedes mejorar las pistolas con linternas después de leer la receta de la pistola. Mejora tu pistola seleccionándola en tu inventario, haz clic en la acción ""Armar"" y arrastra la linterna a la ranura. Estas instrucciones no aparecerán en los menús de fabricación."
augmentGunsTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,枪械附加,Améliorer les armes à feu,Waffen verbessern,,Pistolas mejoradas
farmingTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,在持有园艺锄时使用副操作键，可以将一般的土壤变成沃土。在变成沃土后，你可以使用副操作键种下植物的种子。使用园艺锄和肥料让沃土变得更加肥沃，以此来种植更多的植物。你可以用铁铲在烧毁不久的区域挖掘出肥沃的土壤。,,,,
farmingTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,农耕,Culture,Ackerbau,,Agricultura
firstAidTip,,Popup Tip,EnChanged,装备治疗物品后用主动作键使用。绷带、急救包可以止血，治疗绷带和急救包还可以恢复生命。使用副操作键可以对其它人进行同样的操作。,"Pour vous soigner ou arrêter les hémorragies, tenez un bandage, un bandage médical, une trousse de premiers soins ou une poche de sang et utilisez l'action principale. Pour soigner d'autres personnes, tenez ces mêmes objets et utilisez l'action secondaire.","Heile dich oder stoppe eine Blutung, indem du die primäre Aktion benutzt, während du einen Verband, Erste-Hilfe-Verband, Verbandskasten oder Blutbeutel in der Hand hältst. Du kannst andere heilen, indem du die sekundäre Aktion benutzt, während du diese Gegenstände hältst.",,"Cúrate o para la hemorragia con un vendaje, un vendaje de primeros auxilios, un botiquín de primeros auxilios o una bolsa de sangre y la acción primaria. Cura a los demás con los mismos objetos pero a través de la acción secundaria."
firstAidTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,紧急治疗,Premiers soins,Erste Hilfe,,Primeros auxilios
waterTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,你可以在河流或是湖边使用副操作键用手捧起水喝。不过要小心这些水没有经过净水处理，很有可能会得痢疾。在营火处使用空罐或是玻璃罐等物品可以将水进行煮沸处理，使用副操作键在这些装置中放水。,"Vous pouvez boire de l'eau aux rivières et aux lacs à mains nues avec l'action secondaire. Attention, cette eau n'est pas purifiée et vous pourriez souffrir de dysenterie. Remplissez une conserve ou un bocal vide aux points d'eau à l'aide de l'action secondaire et faites bouillir l'eau au feu de camp.","Du kannst nur mit deinen Händen Wasser aus Flüssen und Seen trinken, indem du die sekundäre Aktion einsetzt. Aber Vorsicht – dieses Wasser ist nicht trinkbar gemacht und es besteht die Gefahr, dass du an Dysenterie erkrankst. Du kochst Wasser am besten über dem Lagerfeuer mit einer leeren Dose oder einem Glaskrug, die an Wasserquellen gefüllt werden können, indem die sekundäre Aktion benutzt wird.",,Puedes beber agua de ríos y lagos con tus manos a través de la acción secundaria. Ten en cuenta que esta agua no está purificada y corres el riesgo de contraer disentería. Es mejor usar una lata vacía o una jarra de cristal para hervir el agua en una fogata; ambos recipientes se pueden llenar en fuentes de agua usando la acción secundaria.
waterTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,水,Eau,Wasser,,Agua
hotWeatherTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"如果你的身体过热了，你可以脱掉一些衣物或是穿一些不会过分保温的衣物来避免，例如植物纤维制品。所有的衣物都具有一定的保温特性。如果喝了过多的水或是待在阴凉处时间过长，你还会得体湿症。要避免过热，最好不要过多地进行消耗耐力的活动来产生热量。","En cas d'hyperthermie, vous pouvez retirer des vêtements ou ne porter que des objets présentant une valeur d'isolation négative, tels que les chapeaux en fibres végétales ou les bandanas. Tous les vêtements présentent une valeur d'isolation positive ou négative, que vous pouvez consulter en examinant les objets. Vous pouvez également vous humidifier, ingérer des liquides tels que du thé rouge, rester à l'ombre, vous abriter et éviter de vous approcher du feu. Enfin, évitez les activités consommant de l'endurance, qui réchauffent le corps.","Wenn du überhitzt bist, kannst du dagegen angehen, indem du Kleidung ablegst, oder nur solche Gegenstände trägst, die einen negativen Wärmedämmungswert haben, wie der Pflanzenfaserhut oder ein Kopftuch. Jedes Kleidungsstück hat einen positiven oder negativen Wärmedämmungswert, den du siehst, wenn du es untersuchst. Du kannst auch versuchen, nass zu werden, Flüssigkeiten wie roten Tee zu trinken oder im Schatten oder einem Unterschlupf zu bleiben. Und du solltest es vermeiden, zu nahe an offenen Feuern zu stehen. Vermeide außerdem Aktivitäten, die Ausdauer verbrauchen, da diese dich aufwärmen.",,"Si te estás recalentando, puedes contrarrestar el efecto si te quitas algo de ropa o usas objetos con un valor de aislamiento negativo como sombreros de fibra vegetal o una bandana. Toda la ropa tiene un valor de aislamiento positivo o negativo que puedes aprender al examinar las prendas. También puedes mojarte, beber líquidos como el té rojo, quedarte en la sombra o en un refugio y mantenerte alejado del fuego. Por último, evita actividades que consuman resistencia, ya que esto eleva la temperatura del jugador."
hotWeatherTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,炎热天气,Températures élevées,Heißes Wetter,,Clima caluroso
coldWeatherTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"如果你的身体太冷了，你可以通过穿一些保暖的衣物来御寒。所有的衣物都具有一定的保温特性。你还能通过靠近火堆或是躲进屋子里来取暖，喝热咖啡、保持身体干燥同样也可以。如果上述方法都不行，你还可以通过多做一些消耗耐力的活动来保持体温。","En cas de températures froides, vous pouvez porter davantage de vêtements ou ne porter que des objets présentant une valeur d'isolation positive, tels que les doudounes. Tous les vêtements présentent une valeur d'isolation positive ou négative, que vous pouvez consulter en examinant les objets. Vous pouvez également vous tenir près d'un feu, rester à l'intérieur, boire du café, rester au sec et changer les vêtements présentant une valeur d'isolation négative. Enfin, optez pour des activités consommant de l'endurance, qui réchauffent le corps.","Wenn dir kalt wird, kannst du dagegen angehen, indem du mehr Kleidung anlegst oder nur solche Gegenstände trägst, die einen positiven Wärmedämmungswert haben, wie der Puffermantel. Jedes Kleidungsstück hat einen positiven oder negativen Wärmedämmungswert, den du siehst, wenn du es untersuchst. Du kannst dich auch in die Nähe eines Feuers stellen, ein Gebäude aufsuchen, Kaffee trinken, darauf achten, trocken zu bleiben, und Kleidung ablegen, die einen negativen Wärmedämmungswert hat. Betreibe außerdem Aktivitäten, die Ausdauer verbrauchen, da diese dich aufwärmen.",,"Puedes ponerte más ropa u objetos con un valor de aislamiento positivo, como un abrigo acolchado, para combatir el frío. Toda la ropa tiene un valor de aislamiento positivo o negativo que puedes aprender al examinar las prendas. También puedes pararte cerca de fuegos, quedarte en interiores, beber café, mantenerte seco y cambiarte la ropa que tenga un aislamiento negativo para contrarrestar los efectos del frío. Por último, realiza actividades que consuman resistencia, ya que esto eleva la temperatura del jugador."
coldWeatherTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,寒冷天气,Températures basses,Kaltes Wetter,,Clima frío
traderTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,商人可以在白水河据点插有旗子的地方找到。你可以使用赌场硬币与其进行交易。在物品栏的上方你可以查看到当前所拥有的财产。商人会定期地补充一定的货品，他们还拥有一个秘密藏匿处放置一些特殊的物品。一些物品只能购买或是成捆出售，商人只会在白天进行交易，学习砍价技能可以让你的交易变得更加轻松。,"Vous trouverez les marchands dans le monde, au hameau de la Rivière blanche, ils sont indiqués par un drapeau et un panneau de Joe le traître. Vous pouvez acheter et vendre des objets en échange de pièces Duke. Votre stock de pièces s'affiche dans l'angle supérieur de votre inventaire. Les marchands renouvellent leur stock régulièrement. Leurs réserves secrètes vous proposent également des objets spéciaux selon votre niveau et vos avantages. Certains objets ne se vendent et s'achètent qu'en paquet. Les marchands sont disponibles de l'aube au crépuscule. Investissez dans la compétence Troc et l'avantage Réserve secrète pour faire de meilleures affaires auprès des marchands.","Händler kannst du in den Siedlungen von White River finden, sie sind mit einer Fahne und einem „Traitor Joel“-Symbol markiert. Gegenstände können durch den Einsatz von Duke-Jetons ge- und verkauft werden. In der oberen Ecke deines Inventars siehst du die Summe deines Vermögens. Händler füllen ihren Vorrat an Gegenständen in gewissen Abständen wieder auf. Abhängig von deinem Level und deinen Eigenschaften zeigen sie dir auch einen Geheimvorrat, in dem du besondere Gegenstände finden kannst. Manche Gegenstände können nur in bestimmten Stückzahlen ge- oder verkauft werden. Händler bieten ihre Ware zwischen Morgen- und Abenddämmerung an. Investiere in die Fertigkeit „Handeln“ und die Eigenschaft „Geheimvorrat“, um dich im Umgang mit Händlern besser zu stellen.",,"Puedes encontrar vendedores en los asentamientos del Río Blanco, marcados por una bandera y un cartel de Joel el Traidor. Puedes vender y comprar objetos con monedas Duke. Puedes ver el dinero total en la esquina superior de tu inventario. Los vendedores renovarán sus objetos de forma periódica. También tienen una reserva secreta con objetos especiales que te los ofrecerán según tu nivel y tus beneficios. Algunos objetos solo se pueden comprar o vender en lotes. Los vendedores están disponibles entre el alba y el anochecer. Mejora tu habilidad de negociación e invierte en tu beneficio de reservas secretas para lograr mejores tratos con los vendedores."
traderTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,商人,Marchands,Händler,,Vendedores
vendingMachineTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,"总共有三种自动贩卖机：饮料自动贩卖机可以在商店中找到，可租用自动贩卖机可以在商人据点找到，而玩家拥有的自动贩卖机只能通过商人的秘密藏匿处找到。所有的自动贩卖机都使用赌场硬币，在物品栏的上方可以查看到当前所拥有的财产，NPC可以从你的租借自动贩卖机中购买物品，所以，保持货源充足并且设置合理的价格是十分重要的。","Il existe trois types de distributeur automatique : les distributeurs de boissons disponibles aux magasins, les distributeurs à louer aux hameaux de marchands et les distributeurs du joueur, que vous pouvez obtenir grâce aux réserves secrètes des vendeurs. Tous les distributeurs automatiques fonctionnent avec des pièces Duke, qui peuvent être trouvées dans le monde ou acquises en vendant des objets aux marchands. Votre argent s'affiche dans le coin supérieur de votre inventaire. Les PNJ peuvent utiliser vos distributeurs automatiques, veillez donc à les approvisionner et à ne pas fixer les prix trop haut.","Es gibt drei verschiedene Sorten von Automaten: Getränkeautomaten in Läden, mietbare Warenautomaten in Händlersiedlungen und Warenautomaten, die Spielern gehören – letztere bekommt man nur aus dem Geheimvorrat eines Händlers. Für alle Automaten braucht man Duke-Jetons, die man in der Welt finden oder durch den Verkauf von Gegenständen an Händler erhalten kann. Du kannst in der oberen rechten Ecke deines Inventars sehen, wie viel Geld du hast. NPC (Nichtspielercharaktere) kaufen Gegenstände aus deinen gemieteten Warenautomaten, deswegen solltest du darauf achten, dass diese immer gut gefüllt und die Preise nicht zu hoch sind.",,"Hay tres tipos de máquinas expendedoras: las máquinas de bebidas, que se encuentras en tiendas; las máquinas de alquiler, que se encuentran en el asentamiento de los vendedores; y las máquinas que son propiedad de jugadores, que solo se pueden adquirir a través de la reserva secreta de un vendedor. Todas las máquinas expendedoras utilizan monedas Duke, que se pueden encontrar en el mundo o se pueden adquirir al vender objetos a los vendedores. Puedes ver el dinero que tienes en la esquina superior de tu inventario. Los PNJ también pueden comprar objetos en las máquinas expendedoras que alquiles, por lo que es recomendable tenerlas bien provistas y que los precios no sean demasiado altos."
vendingMachineTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,自动贩卖机,Distributeurs automatiques,Automaten,,Máquinas expendedoras
treasureMapTip,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,藏宝图可以带你寻找到大量的宝藏，如果你接到了宝藏任务，指南针上就会显示宝藏的图标。跟随该图标，你就可以慢慢地接近宝藏地，在接近宝藏地后，图标就会变红。宝藏一般埋在2-3米深的地下，请确保你挖的位置图标正闪着红光，学习宝藏猎人技能可以让宝藏更加容易发现。,"Les cartes au trésor peuvent conduire à des butins de grande qualité. Lorsque vous lisez et acceptez une quête au trésor, la carte et la boussole indiquent l'icône du trésor. Suivez cette icône, elle clignotera en rouge lorsque vous en serez proche. Veillez à bien creuser dans la zone clignotant en rouge sur la boussole. Les trésors sont généralement enterrés à 2 ou 3 mètres de profondeur. Investissez dans l'avantage Chasseur de trésors pour trouver les trésors plus facilement.","Schatzkarten können dich zu wirklich toller Beute führen. Wenn du eine Schatzquest liest und annimmst, erscheint auf der Karte und dem Kompass ein Schatzsymbol. Folge diesem Symbol – wenn du dich dem Schatz näherst, beginnt es, rot zu blinken. Grabe in dem Gebiet, in dem das Symbol auf dem Kompass rot blinkt. Schätze sind meistens etwa 2 bis 3 Meter tief vergraben. Investiere in die Eigenschaft „Schatzsucher“ und die Schatzsuche wird dir leichter fallen.",,"Los mapas del tesoro te pueden llevar a botines fenomenales. Si lees y aceptas una misión de tesoro, aparecerá un icono de tesoro en el mapa y en la brújula. Sigue este ícono y verás que cuando estés cerca, empezará a parpadear en color rojo. Asegúrate de que estás cavando en la zona donde el ícono de la brújula parpadea en color rojo. Los tesoros suelen estar enterrados a unos 2 o 3 metros. Mejora tu beneficio de cazador de tesoros para que sea más fácil encontrarlos."
treasureMapTip_title,,Popup Tip,KeyTrunk FrNone GrNone KgNone SpNone,藏宝图,Cartes au trésor,Schatzkarten,,Mapas del tesoro
miningTip,,Popup Tip,,"所有生态群落都含有铁矿石并且有极小的几率获得所有种类的矿石。每个群落都拥有一种主要的矿石，在群落的极深处可以找到该矿石。特殊的矿石都已被硝化并且藏在雪、废土或是藏在枫树、松树，平原的煤矿中，焚毁的森林中，以及沙漠的碳氢化合物中。你还可以寻找一些有浅棕色石头的地方，然后向下挖掘寻找矿脉，黏土的所在地地表呈棕褐色。",,,,
miningTip_title,,Popup Tip,,采矿,Extraction minière,Bergbau,,Minería
quest_BasicSurvival_offer,,Quest Info,KeyCon KgNone,"亲爱的伙计，\n如你所知，废土简直是一个无法原谅的地方，根据我们的观察，你应该可以借助一些帮助。在这里，我为你提供一些指导，你就当做是新手的启蒙吧。完成我们交给你的任务之后，我们也许就可以接纳新的成员了，白水河据点，那里非常安全。\n\n好运的诺亚","Camarade,\nComme tu le sais, les terres désolées peuvent être impitoyables et tu sembles avoir besoin d'aide. Voici un petit guide pratique pour les nouveaux survivants.  Vois ça comme une sorte d'initiation. Débrouille-toi comme il faut et tu rejoindras peut-être bien nos rangs. Le hameau de la Rivière blanche existe, et il est sûr.\n\n Bonne chance, Noah","Lieber Freund!\nWie du weißt, kann das Ödland gnadenlos sein. Wir haben dich beobachtet, und du siehst aus, als könntest du etwas Hilfe gebrauchen. Hier hast du eine kleine Anleitung, die Neuankömmlingen beim Überleben hilft.  Betrachte es als eine Art Aufnahmeritual. Schließe es zu unserer Zufriedenheit ab und vielleicht nehmen wir einen neuen Bürger auf. Die Siedlung von White River gibt es wirklich und sie ist sicher.\n\n Viel Glück! Noah",,"Querido/a amigo/a:\nComo bien sabes, el páramo puede ser un sitio peligroso y todo parece indicar que necesitas una mano. Toma, esta pequeña guía puede ayudar a sobrevivir a los recién llegados.  Considérala una pequeña iniciación. Complétala como se indica y puede que te aceptemos como un nuevo ciudadano. El asentamiento Río Blanco es real y seguro.\n\n Buena suerte, Noah."
