Key,Source,Context,Changes,English,French,German,Klingon,Spanish
partsAK47_barrel,items,Part,KgNone,AK-47枪管,Canon d'AK-47,AK-47 Lauf,,Cañón de AK-47
partsAK47_parts,items,Part,KgNone,AK-47零件,Pièces d'AK-47,AK-47 Teile,,Partes de AK-47
partsAK47_receiver,items,Part,KgNone,AK-47机匣,Carcasse d'AK-47,AK-47 Verschlussgehäuse,,Receptor de AK-47
partsAK47_stock,items,Part,KgNone,AK-47枪托,Crosse d'AK-47,AK-47 Schaft,,Cantonera de AK-47
partsAK47GroupDesc,items,Part,KgNone,AK-47冲锋枪的零件。阅读过图纸后可以配合其他部件，组装成一支完整的AK-47冲锋枪。,Une pièce du fusil d'assaut AK-47. À assembler à d'autres pièces pour fabriquer un fusil d'assaut AK-47 une fois que vous avez lu le schéma.,"Ein Teil von einem AK-47-Sturmgewehr. Setze es mit den anderen Teilen zu einer AK-47 zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de un rifle de asalto AK-47. Una vez que hayas leído el esquema, ármala con otras partes para crear un AK-47 completo."
partsAuger_blade,items,Part,KgNone,螺旋刀片,Foret de foreuse,Erdbohrer-Bohrkopf,,Cuchilla de barrena
partsAuger_parts,items,Part,KgNone,螺旋钻零件,Pièces de foreuse,Erdbohrerteile,,Partes de la barrena
partsAuger_partsDesc,items,Part,KgNone,螺旋钻的零件。阅读过图纸后可以配合其他部件，组装成一把完整的螺旋钻。,Une pièce de foreuse. À assembler à d'autres pièces pour fabriquer une foreuse complète une fois que vous avez lu le schéma.,"Ein Teil eines Erdbohrers. Setze es mit den anderen Teilen zu einem Erdbohrer zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de un taladro. Una vez que has leído el esquema, ármalo con otras partes para crear un taladro completo."
partsChainsaw_blade,items,Part,KgNone,电锯刀片,Chaîne de tronçonneuse,Kettensägenblatt,,Hoja de motosierra
partsChainsaw_parts,items,Part,KgNone,电锯零件,Pièces de tronçonneuse,Kettensägenteile,,Partes de motosierra
partsChainsaw_partsDesc,items,Part,KgNone,电锯的零件。阅读过图纸后可以配合其他部件，组装成一把完整的电锯。,Une pièce de tronçonneuse. À assembler à d'autres pièces pour fabriquer une tronçonneuse une fois que vous avez lu le schéma de la tronçonneuse.,"Ein Teil einer Kettensäge. Setze es mit den anderen Teilen zu einer Kettensäge zusammen, wenn du den Bauplan für Kettensägen gelesen hast.",,"Una parte de una motosierra. Una vez que hayas leído el esquema de motosierra, ármala con otras partes para crear una motosierra completa."
partsHandlebars,items,Part,KgNone,把手,Guidon,Handgriffe,,Manillar
partsHandlebarsDesc,items,Part,KgNone,用于组装电锯和螺旋钻的普通零件。阅读过图纸后可以配合其他部件，组装成一件完整的工具。,Une pièce commune aux tronçonneuses et foreuses. À assembler à d'autres pièces pour fabriquer un outil une fois que vous avez lu le bon schéma.,"Ein gewöhnliches Teil einer Kettensäge oder eines Erdbohrers. Setze es mit den anderen Teilen zu einem Werkzeug zusammen, wenn du den richtigen Bauplan gelesen hast.",,"Una parte común a las motosierras y taladros. Una vez que hayas leído el esquema correcto, se puede armar con otras partes para crear una herramienta completa."
partsHuntingRifle_barrel,items,Part,KgNone,猎枪枪管,Canon de fusil de chasse,Jagdgewehrlauf,,Cañón de rifle de caza
partsHuntingRifle_parts,items,Part,KgNone,猎枪零件,Pièces de fusil de chasse,Jagdgewehrteile,,Partes del rifle de caza
partsHuntingRifle_receiver,items,Part,KgNone,猎枪机匣,Carcasse de fusil de chasse,Jagdgewehr-Verschlussgehäuse,,Receptor de rifle de caza
partsHuntingRifle_stock,items,Part,KgNone,猎枪枪托,Crosse de fusil de chasse,Jagdgewehrschaft,,Cantonera de rifle de caza
partsHuntingRifleGroupDesc,items,Part,KgNone,猎枪的零件。阅读过图纸后可以配合其他部件，组装成一支完整的猎枪。,Une pièce de fusil de chasse. À assembler à d'autres pièces pour fabriquer un fusil de chasse une fois que vous avez lu le schéma.,"Ein Teil von einem Jagdgewehr. Setze es mit den anderen Teilen zu einem Jagdgewehr zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de un rifle de caza. Una vez que has leído el esquema, ármala con otras partes para crear un rifle de caza completo."
partsMP5_barrel,items,Part,KgNone,冲锋枪枪管,Canon de mitraillette,Maschinenpistolenlauf,,Cañón de metralleta
partsMP5_parts,items,Part,KgNone,冲锋枪零件,Pièces de mitraillette,Maschinenpistolenteile,,Partes de metralleta
partsMP5_receiver,items,Part,KgNone,冲锋枪机匣,Carcasse de mitraillette,Maschinenpistolen-Verschlussgehäuse,,Receptor de metralleta
partsMP5_stock,items,Part,KgNone,冲锋枪枪托,Crosse de mitraillette,Maschinenpistolenschaft,,Cantonera de metralleta
partsMP5GroupDesc,items,Part,KgNone,冲锋枪枪的零件。阅读过图纸后可以配合其他部件，组装成一支完整的冲锋枪。,Une pièce de mitraillette. À assembler à d'autres pièces pour fabriquer une mitraillette une fois que vous avez lu le schéma.,"Ein Teil von einer Maschinenpistole. Setze es mit den anderen Teilen zu einer Maschinenpistole zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de una metralleta. Una vez que has leído el esquema, ármala con otras partes para crear una metralleta completa."
partsPistol_barrel,items,Part,KgNone,手枪枪管,Canon de pistolet,Pistolenlauf,,Cañón de revólver
partsPistol_grip,items,Part,KgNone,手枪握把,Crosse de pistolet,Pistolengriff,,Empuñadura de revólver
partsPistol_parts,items,Part,KgNone,手枪零件,Pièces de pistolet,Pistolenteile,,Partes de revólver
partsPistol_receiver,items,Part,KgNone,手枪机匣,Carcasse de pistolet,Pistolen-Verschlussgehäuse,,Receptor de revólver
partsPistolGroupDesc,items,Part,KgNone,手枪的零件。阅读过手枪手册后可以配合其他部件，组装成一支完整的手枪。,Une pièce de pistolet. À assembler à d'autres pièces pour fabriquer un pistolet une fois que vous avez lu « Le livre des pistolets ».,"Ein Teil von einer Pistole. Setze es mit den anderen Teilen zu einer Pistole zusammen, wenn du das Buch „Pistolen“ gelesen hast.",,"Una parte de un revólver. Una vez que has leído el libro de la pistola, se puede armar con otras partes para crear un revólver completo."
partsPumpShotgun_barrel,items,Part,KgNone,长管散弹枪枪管,Canon long de fusil à pompe,Langer Schrotflintenlauf,,Escopeta de largo alcance
partsPumpShotgun_barrelShort,items,Part,KgNone,短管散弹枪枪管,Canon court de fusil à pompe,Kurzer Schrotflintenlauf,,Cañón corto de escopeta
partsPumpShotgun_parts,items,Part,KgNone,散弹枪零件,Pièces de fusil à pompe,Schrotflintenteile,,Partes de escopeta
partsPumpShotgun_receiver,items,Part,KgNone,散弹枪机匣,Carcasse de fusil à pompe,Schrotflinten-Verschlussgehäuse,,Receptor de escopeta
partsPumpShotgun_stock,items,Part,KgNone,散弹枪枪托,Crosse de fusil à pompe,Schrotflintenschaft,,Cantonera de escopeta
partsPumpShotgun_stockShort,items,Part,KgNone,短管散弹枪枪托,Crosse courte de fusil à pompe,Kurzer Schrotflintenschaft,,Cantonera corta de escopeta
partsPumpShotgunGroupDesc,items,Part,KgNone,长管散弹枪的零件。阅读过散弹枪图纸后可以配合其他部件，组装成一支完整的长管散弹枪。,Une pièce de fusil à pompe à long canon. À assembler à d'autres pièces pour fabriquer un fusil à pompe une fois que vous avez lu le schéma de fusil à pompe.,"Ein Teil von einer Schrotflinte mit langem Lauf. Setze es mit den anderen Teilen zu einer Schrotflinte zusammen, wenn du den Bauplan für Schrotflinten gelesen hast.",,"Una parte de una escopeta de largo alcance. Una vez que hayas leído el esquema de la escopeta, ármala con otras partes para crear una escopeta completa."
partsPumpShotgunShortGroupDesc,items,Part,KgNone,短管散弹枪的零件。阅读过图纸后可以配合其他部件，组装成一支完整的短管散弹枪。,Une pièce de fusil à pompe à canon scié. À assembler à d'autres pièces pour fabriquer un fusil à pompe une fois que vous avez lu le schéma.,"Ein Teil von einer abgesägten Schrotflinte. Setze es mit den anderen Teilen zu einer Schrotflinte zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de una escopeta recortada. Una vez que has leído el esquema, ármala con otras partes para crear una escopeta completa."
partsRocketLauncher_barrel,items,Part,KgNone,火箭发射器枪管,Canon de lance-roquettes,Raketenwerferlauf,,Tubo del lanzacohetes
partsRocketLauncher_parts,items,Part,KgNone,火箭发射器零件,Pièces de lance-roquettes,Raketenwerferteile,,Partes de lanzacohetes
partsRocketLauncher_receiver,items,Part,KgNone,火箭发射器机匣,Carcasse de lance-roquettes,Raketenwerfer-Verschlussgehäuse,,Receptor de lanzacohetes
partsRocketLauncher_stock,items,Part,KgNone,火箭发射器枪托,Crosse de lance-roquettes,Raketenwerferschaft,,Cantonera de lanzacohetes
partsRocketLauncherGroupDesc,items,Part,KgNone,火箭发射器的零件。阅读过图纸后可以配合其他零件，组装成一支完整的火箭发射器。,Une pièce de lance-roquettes. À assembler à d'autres pièces pour fabriquer un lance-roquettes une fois que vous avez lu le schéma.,"Ein Teil von einem Raketenwerfer. Setze es mit den anderen Teilen zu einem Raketenwerfer zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de un lanzacohetes. Una vez que hayas leído el esquema, ármala con otras partes para crear un lanzacohetes completo."
partsSniperRifle_barrel,items,Part,KgNone,狙击枪枪管,Canon de fusil de précision,Scharfschützengewehrlauf,,Cañón de rifle de francotirador
partsSniperRifle_parts,items,Part,KgNone,狙击枪零件,Pièces de fusil de précision,Scharfschützengewehrteile,,Partes de rifle de francotirador
partsSniperRifle_receiver,items,Part,KgNone,狙击枪枪柄,Carcasse de fusil de précision,Scharfschützen-Verschlussgehäuse,,Receptor de rifle de francotirador
partsSniperRifle_stock,items,Part,KgNone,狙击枪枪托,Crosse de fusil de précision,Scharfschützengewehrschaft,,Cantonera de rifle de francotirador
partsSniperRifleGroupDesc,items,Part,KgNone,狙击枪的零件。阅读过图纸后可以配合其他部件，组装成一支完整的狙击枪。,Une pièce de fusil de précision. À assembler à d'autres pièces pour fabriquer un fusil de précision une fois que vous avez lu le schéma.,"Ein Teil von einem Scharfschützengewehr. Setze es mit den anderen Teilen zu einem Scharfschützengewehr zusammen, wenn du den Bauplan gelesen hast.",,"Una parte de un rifle de francotirador. Una vez que has leído el esquema, ármala con otras partes para crear un rifle de francotirador completo."
shoppingBasketItem,items,Part,KgNone,购物篮,Panier à provisions,Einkaufskorb,,Cesto de compras
shoppingBasketItemDesc,items,Part,KgNone,可以增加摩托车容量的购物篮。,Un panier à provisions permet d'ajouter un espace de stockage aux mini-motos.,Ein Einkaufskorb für mehr Platz auf dem Taschenmotorrad.,,Se puede usar un cesto de compras para agregar un espacio de almacenamiento a las minimotos.
smallEngine,items,Part,KgNone,小引擎,Petit moteur,Kleiner Motor,,Motor pequeño
smallEngineDesc,items,Part,KgNone,"小引擎是电锯，螺旋钻和摩托车的通用部件。在你阅读过相应的图纸之后，可以与其它部件一起组装成完整的相应道具。","Une pièce commune aux tronçonneuses, foreuses et mini-motos. Sert à fabriquer ces objets une fois que vous avez lu le schéma.","Ein gewöhnliches Teil einer Kettensäge, eines Erdbohrers oder eines Taschenmotorrads. Kann verwendet werden, um diese Gegenstände zu fertigen, wenn du den richtigen Bauplan gelesen hast.",,"Una parte común de las motosierras, los taladros y las minimotos. Una vez que hayas leído el esquema, úsala para crear estos objetos."
q_basicSurvival,items,Quest Note,KgNone,基本生存之道任务纸条,Note de quête « Les bases de la survie »,Questnotiz – Das 1x1 des Überlebens,,Nota de búsqueda de supervivencia básica
q_basicSurvivalDesc,items,Quest Note,KgNone,来自陌生人的神秘纸条，不知道是怎么获得的。,Un petit mot mystérieux provenant d'un étranger. Je ne sais pas comment je l'ai obtenu.,"Eine geheimnisvolle Notiz von einem Fremden. Ich weiß nicht, woher ich sie habe.",,Una nota misteriosa de un extraño. No sé cómo llegó a mí.
auger,items,Tool,KgNone,螺旋钻,Foreuse,Erdbohrer,,Taladro
augerDesc,items,Tool,KgNone,所有矿工看到你用这把气驱动的螺旋钻大展雄风的时候都会心生嫉妒。,Suscitez un désir profond chez tous les mineurs que vous croisez en arborant cette foreuse aguichante fonctionnant à l'essence.,"Bohre dich mit diesem hübschen, benzinbetriebenen Bohrer durch den Stein und lass jeden Bergarbeiter grün vor Neid werden.",,Sé la envidia de todos los mineros cuando te vean rockeando con tu alucinante taladro a gas.
chainsaw,items,Tool,KgNone,电锯,Tronçonneuse,Kettensäge,,Motosierra
chainsawDesc,items,Tool,KgNone,使用这把燃烧汽油的电锯砍树和僵尸的速度简直比伐木巨人还快。,Abattez les plus gros arbres et découpez du zombie plus vite que votre ombre avec cette merveilleuse tronçonneuse qui consomme du carburant.,Fälle mit dieser benzinbetriebenen Kettensäge die größten Bäume oder Zombies schneller als Paul Bunyan.,,Tala los árboles más grandes y elimina zombis más rápido que Paul Bunyan con esta magnífica motosierra que usa gasolina como combustible.
clawHammer,items,Tool,KgNone,羊角锤,Arrache-clou,Klauenhammer,,Martillo de orejas
clawHammerDesc,items,Tool,KgNone,羊角锤在修复和升级基地围墙时很好用，作为武器也不赖。,"Génial pour réparer et améliorer les murs de base, l'arrache-clou est également pas mal en tant qu'arme.","Der Klauenhammer eignet sich prima dazu, die Mauern der Basis zu reparieren und aufzuwerten. Er stellt auch eine ziemlich gute Waffe dar.",,El martillo de orejas es genial para reparar y mejorar las paredes de la base. También sirve como arma.
fireaxeIron,items,Tool,KgNone,铁制消防斧,Hache de pompier en fer,Eiserne Feueraxt,,Hacha de bombero de hierro
fireaxeIronDesc,items,Tool,KgNone,这把消防斧用来收获木材再好不过了，而且它与其他武器相比肢解概率更高。,"Pratique pour couper du bois, la hache de pompier est également l'arme qui a le plus de chance de démembrer un adversaire.","Die Feueraxt eignet sich gut dazu, Holz zu fällen. Sie hat zudem eine erhöhte Chance, Gegner zu zergliedern.",,El hacha de bombero es buena para recolectar madera y tiene más posibilidades de desmembrar que la mayoría de armas.
fireaxeSteel,items,Tool,KgNone,钢制消防斧,Hache de pompier en acier,Stählerne Feueraxt,,Hacha de bombero de acero
fireaxeSteelDesc,items,Tool,KgNone,钢制消防斧的刀面耐久度更高，可以用来收获木材，而且它与其他武器相比肢解概率更高。,La lame de la hache de pompier en acier est solide et idéale pour couper du bois. Elle est également l'arme qui a le plus de chance de démembrer un adversaire.,"Die stählerne Feueraxt verfügt über eine langlebige Schneide und eignet sich großartig dazu, Holz zu fällen. Sie hat zudem eine erhöhte Chance, Gegner zu zergliedern.",,El hacha de bombero de acero tiene una hoja duradera y es muy buena para recolectar madera. Tiene más posibilidades de desmembrar que la mayoría de armas.
hoeIron,items,Tool,KgNone,铁锄头,Binette en fer,Gartenhacke aus Eisen,,Azada de hierro de jardín
hoeIronDesc,items,Tool,KgNone,这把铁锄头能把贫瘠的土壤变为沃土，这样就能种植庄稼了。,La binette en fer est géniale pour transformer un sol pauvre en sol fertile afin d'y planter des cultures.,"Die Gartenhacke aus Eisen ist ein großartiges Werkzeug, um karge Erde in furchtbare Erde zu verwandeln, in der du Feldfrüchte pflanzen kannst.",,La azada de hierro de jardinería es una herramienta estupenda para convertir terreno árido en fértil para plantar cosechas.
hoeSteel,items,Tool,KgNone,钢锄头,Binette en acier,Gartenhacke aus Stahl,,Azada de acero de jardín
hoeSteelDesc,items,Tool,KgNone,这把钢锄头能把贫瘠的土壤变为沃土，这样就能种植庄稼了。,La binette en acier est l'outil idéal pour transformer un sol pauvre en sol fertile afin d'y planter des cultures.,"Die Gartenhacke aus Stahl ist das beste Werkzeug, um karge Erde in furchtbare Erde zu verwandeln, in der du Feldfrüchte pflanzen kannst.",,La azada de acero de jardín es una herramienta estupenda para convertir terreno árido en fértil para plantar cosechas.
nailgun,items,Tool,KgNone,钉枪,Pistolet à clous,Nagelpistole,,Pistola de clavos
nailgunDesc,items,Tool,KgNone,钉枪是修复和升级基地围墙最好的工具，如果你有钉子的话也是一把不错的武器。,"Outil idéal pour réparer et améliorer les murs de base, le pistolet à clous est également pas mal en tant qu'arme si vous possédez des clous.","Die Nagelpistole ist das beste Werkzeug, um die Mauern der Basis zu reparieren und aufzuwerten. Sie stellt auch eine ziemlich gute Waffe dar, wenn du Nägel hast.",,"La pistola de clavos es la mejor herramienta para reparar y mejorar las paredes de la base. Además, no está mal como arma si tienes clavos."
pickaxeIron,items,Tool,KgNone,铁鹤嘴锄,Pioche en fer,Eisenspitzhacke,,Pico de hierro
pickaxeIronDesc,items,Tool,KgNone,铁鹤嘴锄是很好的打破石头，收取矿石的工具。,La pioche en fer est géniale pour briser la pierre et récolter des minéraux.,"Die Eisenspitzhacke eignet sich besonders gut dazu, Stein zu brechen und Mineralien abzubauen.",,El pico de hierro es excelente para picar piedra o extraer minerales.
pickaxeSteel,items,Tool,KgNone,钢鹤嘴锄,Pioche en acier,Stahlspitzhacke,,Pico de acero
pickaxeSteelDesc,items,Tool,KgNone,钢鹤嘴锄是最好的打破石头，收取矿石的工具。,La pioche en acier est l'outil idéal pour briser la pierre et récolter des minéraux.,"Die Stahlspitzhacke ist das beste Werkzeug, um Stein zu brechen und Mineralien abzubauen.",,El pico de acero es el mejor para picar piedra o extraer minerales.
shovelIron,items,Tool,KgNone,铁锹,Pelle en fer,Eisenschaufel,,Pala de hierro
shovelIronDesc,items,Tool,KgNone,"铁锹是挖土，挖沙和挖雪很好的工具。","La pelle en fer est géniale pour creuser la terre, le sable ou la neige.","Die Eisenschaufel ist ein tolles Werkzeug, um sich durch Erde, Sand und Schnee zu graben.",,"La pala de hierro es excelente para cavar en la tierra, arena o nieve."
shovelSteel,items,Tool,KgNone,钢锹,Pelle en acier,Stahlschaufel,,Pala de acero
shovelSteelDesc,items,Tool,KgNone,"钢锹的耐久很高，是用来挖土、沙或雪的最理想工具","La pelle en acier est un outil durable et idéal pour creuser la terre, le sable ou la neige.","Die Stahlschaufel ist sehr robust und das ideale Werkzeug, um sich durch Erde, Sand und Schnee zu graben.",,"La pala de acero es muy duradera y es la herramienta ideal para cavar en la tierra, arena o nieve."
stoneAxe,items,Tool,KgNone,石斧,Hache de pierre,Steinaxt,,Hacha de piedra
stoneAxeDesc,items,Tool,KgNone,"用来砍木，采石，修复和升级围墙，门窗的原始工具。不太适合用作武器。","Un outil primitif pratique pour couper du bois, extraire de la pierre, ainsi que réparer et améliorer les murs, les portes et les fenêtres. Pas ce qui se fait de mieux en matière d'arme.","Ein primitives Werkzeug zum Holzfällen, Abbauen von Stein, Reparieren und Aufwerten von Mauern, Türen und Fenstern. Es gibt bessere Waffen.",,"Una herramienta primitiva para cortar madera, picar piedra y reparar o mejorar paredes, puertas o ventanas. No es la mejor arma."
stoneShovel,items,Tool,KgNone,石铲,Pelle en pierre,Steinschaufel,,Pala de piedra
stoneShovelDesc,items,Tool,KgNone,"石铲是挖土，挖沙和挖雪的原始工具。","La pelle en pierre est un outil primitif pratique pour creuser la terre, le sable ou la neige.","Die Steinschaufel ist ein primitives Werkzeug, mit dem man in Erde, Sand und Schnee graben kann.",,"La pala de piedra es una herramienta primitiva que se usa para cavar en la tierra, arena o nieve."
tazasStoneaxe,items,Tool,KgNone,塔扎的石斧,Hache de pierre de Taza,Tazas Steinaxt,,Hacha de piedra de Taza
tazasStoneaxeDesc,items,Tool,KgNone,"塔扎石斧是稀有的古印第安遗物。阿帕切族认为挥舞塔扎石斧的人在战斗中是无敌的。",La hache de pierre de Taza est un artefact indien rare et puissant. Les Apaches croyaient que ceux qui brandissaient cette arme devenaient invulnérables lors des batailles.,"Tazas Steinaxt ist ein seltenes und mächtiges Artefakt der Indianer. Die Apachen glaubten, dass der Träger dieser Axt im Kampf unbesiegbar ist.",,El hacha de piedra de Taza es un extraño y poderoso artefacto de los antiguos indios. Los apaches creían que aquel que la empuñase sería invencible en la batalla.
wrench,items,Tool,KgNone,扳手,Clé à molette,Schraubenschlüssel,,Llave inglesa
wrenchDesc,items,Tool,KgNone,"能够很好地应用于拆卸像汽车、空调此类的机械装置，也可以用于修理和升级城墙。","Parfaite pour désassembler voitures, climatiseurs et autres. Sert également à réparer et améliorer les murs.","Ist toll, um mechanische Geräte wie Autos, Klimaanlagen usw. auseinanderzunehmen. Kann auch dazu benutzt werden, Mauern zu reparieren und aufzuwerten.",,"Perfecta para desarmar aparatos mecánicos como coches, aires acondicionados y mucho más. También se puede usar para reparar y mejorar paredes."
qt_claude,items,Treasure Map,KgNone,克劳德的藏宝图,La carte au trésor de Claude,Claudes Schatzkarte,,Mapa del tesoro de Claude
qt_desc,items,Treasure Map,KgNone,一张破烂的藏宝图，上面有些涂鸦。,Une vieille carte au trésor ornée de gribouillages que j'ai trouvée.,"Eine alte, vergilbte Schatzkarte mit ein paar Kritzeleien, die ich gefunden habe.",,Un viejo mapa del tesoro arrugado y con garabatos que encontré por ahí.
qt_jennifer,items,Treasure Map,KgNone,詹妮弗的藏宝图,La carte au trésor de Jennifer,Jennifers Schatzkarte,,Mapa del tesoro de Jennifer
qt_nickole,items,Treasure Map,KgNone,尼科尔的藏宝图,La carte au trésor de Nickole,Nickoles Schatzkarte,,Mapa del tesoro de Nickole
qt_raphael,items,Treasure Map,KgNone,拉斐尔的藏宝图,La carte au trésor de Raphael,Raphaels Schatzkarte,,Mapa del tesoro de Raphael
qt_sarah,items,Treasure Map,KgNone,莎拉的藏宝图,La carte au trésor de Sarah,Sarahs Schatzkarte,,Mapa del tesoro de Sarah
qt_stephan,items,Treasure Map,KgNone,史蒂芬的藏宝图,La carte au trésor de Stephan,Stephans Schatzkarte,,Mapa del tesoro de Stephan
qt_taylor,items,Treasure Map,KgNone,泰勒的藏宝图,La carte au trésor de Taylor,Taylors Schatzkarte,,Mapa del tesoro de Taylor
qc_copanattitude,items,Zombie Challenge Note,KgNone,盛气凌人挑战,Défi « Filature »,Herausforderung – Dein Freund und Helfer,,Desafío “Siempre llevando la contra”
qc_dogdaysareover,items,Zombie Challenge Note,KgNone,逝去的三伏天挑战,Défi « Un mal de chien »,Herausforderung – Wir gehen nicht vor die Hunde,,Desafío “Adiós a los días de perro”
qc_drunkanddisorderly,items,Zombie Challenge Note,KgNone,醉酒闹事挑战,Défi « Bagarre d'ivrogne »,Herausforderung – Dicht und dichter,,Desafío “Embriaguez y escándalo”
qc_imalumberjackandimokay,items,Zombie Challenge Note,KgNone,我是伐木工我最棒挑战,Défi « Va falloir bûcher »,Herausforderung – Ich bin Holzfäller und mir geht’s gut,,Desafío “Soy un leñador y me parece bien”
qc_itsbitsyspider,items,Zombie Challenge Note,KgNone,可爱的小蜘蛛挑战,Défi « Une araignée au plafond »,Herausforderung – Die klitzekleine Spinne,,Desafío “Itsi bitsi araña”
qc_ladykiller,items,Zombie Challenge Note,KgNone,女士杀手挑战,"Défi « Femmes, je vous aime »",Herausforderung – Frauenheld,,Desafío “Rompecorazones”
qc_maneater,items,Zombie Challenge Note,KgNone,食人者挑战,Défi « Un monde d'hommes »,Herausforderung – Echte Kerle,,Desafío “Devorahombres”
qc_nurseyoubacktohealth,items,Zombie Challenge Note,KgNone,无微不至的照料挑战,Défi « Besoin d'infirmières »,Herausforderung – Die kranken Schwestern,,Desafío “Cuidarte hasta curarte”
qc_silenceofthelambs,items,Zombie Challenge Note,KgNone,沉默地羔羊,Défi « Le silence des agneaux »,Herausforderung - Das Schweigen der Lämmer,,Desafío “El silencio de los inocentes”
qc_yournothingspecial,items,Zombie Challenge Note,KgNone,你也没什么特别的,Défi « Tu n'as rien de spécial »,Herausforderung - Du bist nichts Besonderes,,Desafío “No eres especial”
qc_ZombieGroupDesc,items,Zombie Challenge Note,KgNone,我在搜刮物品时找到的纸条，来自疯狂的杰克部落。,Un drôle de message que j'ai trouvé pendant que je pillais. Il provient du clan de Jake le cinglé.,"Eine seltsame Notiz, die ich beim Plündern gefunden habe. Sie ist vom Klan von Crazy Jake.",,Descubrí una nota extraña mientras saqueaba. Es del clan Jake el Loco.
betterLeadThanDead,progression,Perk,KgNone,好死不如烂活着,Du plomb dans la cervelle,Besser als Blei in der Birne,,Mejor con plomo que sin aplomo
boomStick,progression,Perk,KgNone,移动靶射击,Le bâton qui fait boom,Schießeisen,,Escoba de fuego
boomStickDesc,progression,Perk,KgNone,也许你的枪法不怎么样，但是每升一级，伤害都会提升。,"Vous ne visez pas très bien, mais vous infligez de plus en plus de dégâts au fil des rangs.","Du zielst vielleicht nicht so gut, aber mit jedem Rang verursachst du mehr Schaden.",,"Puede que la precisión no sea la mejor, pero infliges más daño con cada nivel."
concreteMixing,progression,Perk,KgNone,搅拌混凝土,Mélanger du béton,Betonmischerei,,Mezcla de hormigón
deadShot,progression,Perk,KgNone,神枪手,Dans le mille,Volltreffer,,Buena puntería
leatherTanningPerk,progression,Perk,KgNone,鞣制皮革,« Tanner le cuir »,Leder gerben,,Curtido de cuero
leatherTanningPerkDesc,progression,Perk,KgNone,解锁鞣制或是拼接碎皮料制成皮革的能力。,Déverrouille la possibilité de fabriquer du cuir avec des peaux de bête ou en recyclant des objets en cuir.,Schaltet die Gewinnung von Leder durch Tierhäute oder zerlegte Ledergegenstände frei.,,Desbloquea la habilidad de fabricar cuero a partir de pieles de animales o reutilizando objetos de cuero.
sexualTyranosaurusDesc,progression,Perk,KgNone,你拥有这头远古猛兽般的精力！每升一级，精力回复速度都会加快。,Vous avez l'endurance de cette bête préhistorique ! Retrouvez votre endurance de plus en plus vite au fil des rangs.,Du hast die Ausdauer eines wilden Tiers! Stelle mit jedem Rang schneller Ausdauer wiederher.,,¡Tienes la resistencia de esta bestia prehistórica! Recupera la resistencia más rápido con cada nivel.
splatterGun,progression,Perk,KgNone,乱射一气,Flingue éclabousseur,Streuschuss,,La Salpicadora
splatterGunDesc,progression,Perk,KgNone,每升一级，你的散弹枪对僵尸的爆头或直接概率都会提升。,De la décoration d'intérieur plus poussée. Améliorez vos chances d'exploser des têtes et des membres avec votre fusil à pompe au fil des rangs.,"Fortgeschrittene Innendekoration. Erhöhe die Chance deiner Schrotflinte, mit jedem Rang Köpfe und Gliedmaßen abzuschießen.",,Decoración para interiores de alto nivel. Aumenta las posibilidades de que la escopeta haga que los sesos y las extremidades de los enemigos salgan volando con cada nivel.
theOutlaw,progression,Perk,KgNone,法外狂徒,Le hors-la-loi,Der Gesetzlose,,El Forajido
workbenchSkillDesc,progression,Perk,KgNone,解锁工作台配方。,Déverrouille la composition de l'établi.,Schaltet das Werkbank-Rezept frei.,,Desbloquea la receta en la mesa de trabajo.
44MagnumRoundCrafting,progression,Skill,KgNone,制作.44马格南子弹,Fabrication de cartouches de .44 magnum,Handwerk - .44 Magnum Patronen,,Fabricación de balas para Magnum 44
762mmRoundCrafting,progression,Skill,KgNone,制作7.62mm子弹,"Fabrication de cartouches 7,62 mm","Handwerk - 7,62 mm Patronen",,"Fabricación de balas 7,62 mm."
9mmRoundCrafting,progression,Skill,KgNone,制作9mm子弹,Fabrication de cartouches 9 mm,Handwerk - 9 mm Patronen,,Fabricación de bala 9mm.
archery,progression,Skill,KgNone,箭术,Tir à l'arc,Bogenschießen,,Arquería
archeryDesc,progression,Skill,KgNone,使用弓箭和十字弓时可以造成更多伤害，您可以使用该类道具来获得技能点。,Infligez davantage de dégâts avec les arcs et les arbalètes. Obtenez cette compétence en utilisant des objets de ce groupe.,"Verursache mehr Schaden mit Bögen und Armbrüsten. Erhalte die Fertigkeit, indem du Waffen aus dieser Kategorie benutzt.",,Haz más daño con arcos y ballestas. Mejora tu habilidad usando objetos de este grupo.
athletics,progression,Skill,KgNone,竞技,Sportif,Athletik,,Atletismo
